"Fiyat","Oda Sayısı","Bulunduğu Kat","Brüt Metrekare","Binanın Yaşı","Binanın Kat Sayısı","Sehir","Ilce"
"1649000","3","1","85","1","3","Ankara","Etimesgut"
"2975000","4","4","180","4","10","Ankara","Etimesgut"
"2690000","5","1","175","16-20","5","Ankara","Etimesgut"
"2930000","4","3","120","0 (Yeni)","4","Ankara","Etimesgut"
"2135000","4","1","130","11-15","5","Ankara","Etimesgut"
"1130000","3","0","90","11-15","3","Ankara","Etimesgut"
"2499000","7","4","260","11-15","4","Ankara","Etimesgut"
"3695000","4","1","140","0 (Yeni)","4","Ankara","Etimesgut"
"1650000","3","1","75","5-10","4","Ankara","Etimesgut"
"2450000","4","2","155","5-10","4","Ankara","Etimesgut"
"2500000","2","0","75","5-10","1","Ankara","Etimesgut"
"2950000","3","0","90","5-10","9","Ankara","Etimesgut"
"1579000","4","1","125","11-15","3","Ankara","Etimesgut"
"2750000","3","5","80","4","12","Ankara","Etimesgut"
"2799000","3","1","105","0 (Yeni)","4","Ankara","Etimesgut"
"4550000","5","5","170","0 (Yeni)","14","Ankara","Etimesgut"
"6850000","5","3","200","0 (Yeni)","15","Ankara","Etimesgut"
"3550000","4","12","120","11-15","12","Ankara","Etimesgut"
"1770000","2","7","65","5-10","12","Ankara","Etimesgut"
"1890000","3","0","120","11-15","3","Ankara","Etimesgut"
"7350000","9","24","290","5-10","25","Ankara","Etimesgut"
"3100000","5","1","185","5-10","6","Ankara","Etimesgut"
"1935000","3","4","90","21 Ve Üzeri","4","Ankara","Etimesgut"
"2550000","3","1","90","0 (Yeni)","11","Ankara","Etimesgut"
"5250000","5","1","175","0 (Yeni)","5","Ankara","Etimesgut"
"3090000","3","4","90","0 (Yeni)","10","Ankara","Etimesgut"
"3120000","3","3","90","0 (Yeni)","10","Ankara","Etimesgut"
"2690000","4","1","130","0 (Yeni)","3","Ankara","Etimesgut"
"3000000","4","4","200","5-10","4","Ankara","Etimesgut"
"1978000","4","3","145","11-15","3","Ankara","Etimesgut"
"1675000","2","2","52","21 Ve Üzeri","4","Ankara","Etimesgut"
"1675000","2","2","52","21 Ve Üzeri","4","Ankara","Etimesgut"
"2075000","4","1","130","11-15","3","Ankara","Etimesgut"
"3299000","4","1","150","0 (Yeni)","4","Ankara","Etimesgut"
"4975000","7","5","380","5-10","5","Ankara","Etimesgut"
"1595000","3","1","105","11-15","4","Ankara","Etimesgut"
"2850000","3","0","90","0 (Yeni)","10","Ankara","Etimesgut"
"2449000","4","1","125","11-15","3","Ankara","Etimesgut"
"2395000","4","1","135","11-15","4","Ankara","Etimesgut"
"2495000","4","1","135","11-15","3","Ankara","Etimesgut"
"2850000","3","2","102","0 (Yeni)","13","Ankara","Etimesgut"
"2250000","4","2","125","5-10","3","Ankara","Etimesgut"
"3550000","4","9","145","11-15","13","Ankara","Etimesgut"
"2595000","4","1","130","11-15","3","Ankara","Etimesgut"
"2200000","6","3","270","16-20","3","Ankara","Etimesgut"
"1980000","4","1","137","11-15","6","Ankara","Etimesgut"
"2090000","4","2","125","5-10","4","Ankara","Etimesgut"
"2149000","4","4","130","11-15","4","Ankara","Etimesgut"
"4500000","4","9","185","5-10","9","Ankara","Etimesgut"
"1794000","3","1","105","11-15","3","Ankara","Etimesgut"
"2589000","4","1","115","0 (Yeni)","3","Ankara","Etimesgut"
"3850000","4","1","160","5-10","7","Ankara","Etimesgut"
"900000","1","0","60","5-10","4","Ankara","Etimesgut"
"2070000","4","2","130","21 Ve Üzeri","3","Ankara","Etimesgut"
"2689000","4","3","130","3","10","Ankara","Etimesgut"
"1790000","3","9","110","11-15","10","Ankara","Etimesgut"
"2290000","6","3","250","16-20","3","Ankara","Etimesgut"
"3790000","4","5","138","1","13","Ankara","Etimesgut"
"2315000","4","1","115","21 Ve Üzeri","5","Ankara","Etimesgut"
"2200000","2","3","65","5-10","7","Ankara","Etimesgut"
"2300000","2","13","74","5-10","13","Ankara","Etimesgut"
"2069000","4","2","125","5-10","3","Ankara","Etimesgut"
"1950000","2","3","65","5-10","10","Ankara","Etimesgut"
"1900000","3","1","95","11-15","15","Ankara","Etimesgut"
"2550000","4","1","145","5-10","3","Ankara","Etimesgut"
"3200000","4","3","170","0 (Yeni)","3","Ankara","Etimesgut"
"2800000","3","7","110","0 (Yeni)","14","Ankara","Etimesgut"
"1900000","4","3","130","11-15","3","Ankara","Etimesgut"
"1695000","4","1","110","16-20","4","Ankara","Etimesgut"
"3599000","4","2","135","0 (Yeni)","3","Ankara","Etimesgut"
"2499000","4","3","140","5-10","3","Ankara","Etimesgut"
"2450000","4","1","140","11-15","5","Ankara","Etimesgut"
"3099000","4","3","130","0 (Yeni)","3","Ankara","Etimesgut"
"2700000","3","1","95","0 (Yeni)","2","Ankara","Etimesgut"
"3850000","5","4","165","5-10","6","Ankara","Etimesgut"
"2499000","4","1","125","11-15","3","Ankara","Etimesgut"
"2490000","4","1","120","16-20","3","Ankara","Etimesgut"
"1380000","3","1","90","4","5","Ankara","Etimesgut"
"4500000","5","7","200","1","18","Ankara","Etimesgut"
"1945000","4","3","135","11-15","3","Ankara","Etimesgut"
"2750000","3","1","95","0 (Yeni)","15","Ankara","Etimesgut"
"1575000","2","2","55","21 Ve Üzeri","4","Ankara","Etimesgut"
"5750000","4","3","170","4","15","Ankara","Etimesgut"
"2349000","4","2","130","11-15","4","Ankara","Etimesgut"
"2050000","6","3","250","11-15","4","Ankara","Etimesgut"
"2489000","4","3","300","16-20","3","Ankara","Etimesgut"
"1749000","4","2","130","11-15","4","Ankara","Etimesgut"
"2500000","4","1","120","11-15","3","Ankara","Etimesgut"
"2750000","4","4","130","11-15","10","Ankara","Etimesgut"
"6000000","5","14","250","1","20","Ankara","Etimesgut"
"4750000","5","10","155","5-10","15","Ankara","Etimesgut"
"2149000","4","4","130","11-15","4","Ankara","Etimesgut"
"1949000","4","1","150","5-10","3","Ankara","Etimesgut"
"1699000","4","3","100","21 Ve Üzeri","3","Ankara","Etimesgut"
"2630000","4","9","128","21 Ve Üzeri","9","Ankara","Etimesgut"
"1750000","2","1","55","21 Ve Üzeri","5","Ankara","Etimesgut"
"2350000","6","3","230","16-20","3","Ankara","Etimesgut"
"5699000","5","11","195","0 (Yeni)","15","Ankara","Etimesgut"
"2500000","3","1","128","11-15","4","Ankara","Etimesgut"
"2250000","4","1","132","11-15","4","Ankara","Etimesgut"
"4700000","4","3","185","5-10","7","Ankara","Etimesgut"
"1660000","3","3","95","11-15","10","Ankara","Etimesgut"
"1690000","4","0","95","21 Ve Üzeri","3","Ankara","Etimesgut"
"1770000","4","-1","135","11-15","3","Ankara","Etimesgut"
"3750000","4","9","147","16-20","9","Ankara","Etimesgut"
"2499000","4","2","140","5-10","3","Ankara","Etimesgut"
"1700000","4","1","105","16-20","4","Ankara","Etimesgut"
"1690000","3","6","94","11-15","10","Ankara","Etimesgut"
"1799900","4","2","115","11-15","4","Ankara","Etimesgut"
"2325000","3","1","100","16-20","14","Ankara","Etimesgut"
"1550000","3","8","96","11-15","11","Ankara","Etimesgut"
"1500000","3","6","96","11-15","11","Ankara","Etimesgut"
"1799000","4","1","120","16-20","5","Ankara","Etimesgut"
"2100000","4","2","120","11-15","3","Ankara","Etimesgut"
"2800000","6","4","290","11-15","4","Ankara","Etimesgut"
"1850000","3","3","110","11-15","4","Ankara","Etimesgut"
"3799000","4","3","170","5-10","3","Ankara","Etimesgut"
"6700000","5","2","175","0 (Yeni)","6","Ankara","Etimesgut"
"6100000","5","1","175","0 (Yeni)","6","Ankara","Etimesgut"
"1699000","3","1","100","11-15","3","Ankara","Etimesgut"
"2150000","4","2","130","11-15","3","Ankara","Etimesgut"
"2049000","4","1","140","11-15","3","Ankara","Etimesgut"
"1900000","4","6","137","11-15","6","Ankara","Etimesgut"
"3800000","8","3","320","5-10","3","Ankara","Etimesgut"
"3100000","4","3","120","0 (Yeni)","3","Ankara","Etimesgut"
"4200000","7","3","350","16-20","5","Ankara","Etimesgut"
"3600000","4","3","159","11-15","8","Ankara","Etimesgut"
"1380000","4","-2","110","11-15","5","Ankara","Etimesgut"
"2490000","3","5","97","4","15","Ankara","Etimesgut"
"1799000","3","1","95","5-10","3","Ankara","Etimesgut"
"2500000","4","2","120","11-15","3","Ankara","Etimesgut"
"2999000","4","3","145","2","3","Ankara","Etimesgut"
"4625000","5","3","193","2","21","Ankara","Etimesgut"
"3550000","4","12","120","11-15","12","Ankara","Etimesgut"
"2500000","4","1","120","21 Ve Üzeri","15","Ankara","Etimesgut"
"1675000","1","1","43","5-10","6","Ankara","Etimesgut"
"1699000","3","1","130","5-10","8","Ankara","Etimesgut"
"3625000","4","10","135","16-20","10","Ankara","Etimesgut"
"1555000","4","1","100","16-20","3","Ankara","Etimesgut"
"3975000","5","1","175","16-20","17","Ankara","Etimesgut"
"2149000","4","3","135","5-10","3","Ankara","Etimesgut"
"3200000","4","1","150","0 (Yeni)","4","Ankara","Etimesgut"
"2490000","4","3","140","16-20","4","Ankara","Etimesgut"
"2630000","4","2","135","21 Ve Üzeri","4","Ankara","Etimesgut"
"1950000","4","1","125","5-10","7","Ankara","Etimesgut"
"1420000","3","1","78","16-20","3","Ankara","Etimesgut"
"2950000","4","3","130","11-15","3","Ankara","Etimesgut"
"1390000","5","-1","150","11-15","3","Ankara","Etimesgut"
"3550000","4","12","140","16-20","12","Ankara","Etimesgut"
"3100000","4","3","130","0 (Yeni)","3","Ankara","Etimesgut"
"1900000","4","2","125","11-15","4","Ankara","Etimesgut"
"2100000","4","1","105","11-15","4","Ankara","Etimesgut"
"7650000","5","14","210","0 (Yeni)","14","Ankara","Etimesgut"
"1439000","4","-1","115","16-20","3","Ankara","Etimesgut"
"2245000","4","2","120","4","4","Ankara","Etimesgut"
"1020000","4","1","125","11-15","4","Ankara","Etimesgut"
"2300000","4","2","130","11-15","5","Ankara","Etimesgut"
"4500000","4","2","165","11-15","10","Ankara","Etimesgut"
"1800000","4","4","120","21 Ve Üzeri","4","Ankara","Etimesgut"
"4750000","4","6","170","0 (Yeni)","7","Ankara","Etimesgut"
"3100000","3","1","110","0 (Yeni)","13","Ankara","Etimesgut"
"2100000","4","5","110","21 Ve Üzeri","5","Ankara","Etimesgut"
"2495000","5","3","195","5-10","3","Ankara","Etimesgut"
"4600000","5","2","185","5-10","10","Ankara","Etimesgut"
"1250000","2","1","75","5-10","3","Ankara","Etimesgut"
"2350000","4","2","135","16-20","3","Ankara","Etimesgut"
"2350000","4","3","135","5-10","3","Ankara","Etimesgut"
"2350000","4","3","125","21 Ve Üzeri","5","Ankara","Etimesgut"
"3025000","4","0","120","5-10","2","Ankara","Etimesgut"
"2850000","4","6","145","16-20","8","Ankara","Etimesgut"
"1550000","2","2","55","21 Ve Üzeri","3","Ankara","Etimesgut"
"1925000","3","2","85","21 Ve Üzeri","6","Ankara","Etimesgut"
"3490000","4","5","120","16-20","9","Ankara","Etimesgut"
"3500000","4","2","125","0 (Yeni)","3","Ankara","Etimesgut"
"3600000","4","1","125","0 (Yeni)","3","Ankara","Etimesgut"
"2295000","4","3","135","11-15","3","Ankara","Etimesgut"
"1850000","4","3","120","21 Ve Üzeri","3","Ankara","Etimesgut"
"1670000","4","1","120","11-15","8","Ankara","Etimesgut"
"1979000","4","2","110","16-20","3","Ankara","Etimesgut"
"3649000","4","8","145","3","8","Ankara","Etimesgut"
"2295000","4","1","130","11-15","3","Ankara","Etimesgut"
"2280000","5","3","175","5-10","3","Ankara","Etimesgut"
"1449000","4","-1","110","11-15","3","Ankara","Etimesgut"
"2350000","4","1","150","5-10","2","Ankara","Etimesgut"
"5550000","4","5","150","4","15","Ankara","Etimesgut"
"3395000","4","2","160","11-15","5","Ankara","Etimesgut"
"2100000","4","5","125","16-20","5","Ankara","Etimesgut"
"2295000","4","1","130","5-10","3","Ankara","Etimesgut"
"7600000","5","2","210","0 (Yeni)","14","Ankara","Etimesgut"
"1530000","4","-1","115","11-15","3","Ankara","Etimesgut"
"2295000","4","1","135","11-15","3","Ankara","Etimesgut"
"3799000","4","2","175","0 (Yeni)","2","Ankara","Etimesgut"
"1719000","4","2","120","11-15","3","Ankara","Etimesgut"
"1449000","4","-1","100","16-20","3","Ankara","Etimesgut"
"1444000","4","-1","110","11-15","3","Ankara","Etimesgut"
"1850000","4","2","110","16-20","3","Ankara","Etimesgut"
"1685000","4","3","125","16-20","4","Ankara","Etimesgut"
"3950000","4","4","144","21 Ve Üzeri","7","Ankara","Etimesgut"
"2450000","3","0","95","21 Ve Üzeri","14","Ankara","Etimesgut"
"1840000","4","1","125","11-15","3","Ankara","Etimesgut"
"3700000","4","6","165","4","10","Ankara","Etimesgut"
"2150000","4","1","120","11-15","3","Ankara","Etimesgut"
"2799000","5","1","170","11-15","3","Ankara","Etimesgut"
"2325000","4","2","125","5-10","3","Ankara","Etimesgut"
"1850000","2","2","65","21 Ve Üzeri","9","Ankara","Etimesgut"
"2950000","4","3","150","16-20","7","Ankara","Etimesgut"
"2950000","3","5","90","5-10","8","Ankara","Etimesgut"
"2150000","4","2","120","16-20","3","Ankara","Etimesgut"
"1449000","4","-1","110","11-15","3","Ankara","Etimesgut"
"1598000","4","1","125","16-20","3","Ankara","Etimesgut"
"1449000","4","-1","130","11-15","5","Ankara","Etimesgut"
"2300000","4","3","130","16-20","3","Ankara","Etimesgut"
"6350000","5","8","185","1","9","Ankara","Etimesgut"
"6350000","5","8","185","1","9","Ankara","Etimesgut"
"3750000","3","1","100","0 (Yeni)","2","Ankara","Etimesgut"
"3150000","3","9","93","3","10","Ankara","Etimesgut"
"2350000","4","1","130","16-20","12","Ankara","Etimesgut"
"2380000","4","3","120","16-20","5","Ankara","Etimesgut"
"1948000","4","2","130","5-10","4","Ankara","Etimesgut"
"1795000","3","1","110","5-10","3","Ankara","Etimesgut"
"1965000","4","2","130","5-10","3","Ankara","Etimesgut"
"1699000","3","1","110","11-15","3","Ankara","Etimesgut"
"2050000","5","1","150","0 (Yeni)","2","Ankara","Etimesgut"
"1990000","4","1","130","16-20","3","Ankara","Etimesgut"
"1799000","3","1","115","11-15","3","Ankara","Etimesgut"
"1980000","4","1","125","11-15","3","Ankara","Etimesgut"
"2880000","5","3","160","5-10","3","Ankara","Etimesgut"
"1100000","2","1","65","11-15","3","Ankara","Etimesgut"
"3975000","4","4","165","5-10","13","Ankara","Etimesgut"
"2750000","4","4","135","11-15","5","Ankara","Etimesgut"
"3850000","4","4","155","0 (Yeni)","4","Ankara","Etimesgut"
"4950000","6","4","350","5-10","4","Ankara","Etimesgut"
"2500000","4","3","120","16-20","3","Ankara","Etimesgut"
"2650000","4","1","140","11-15","3","Ankara","Etimesgut"
"2840000","4","4","140","21 Ve Üzeri","8","Ankara","Etimesgut"
"2200000","4","1","135","11-15","4","Ankara","Etimesgut"
"2069000","5","3","200","21 Ve Üzeri","4","Ankara","Etimesgut"
"1680000","3","3","100","5-10","3","Ankara","Etimesgut"
"1300000","4","-2","115","5-10","5","Ankara","Etimesgut"
"2285000","4","1","130","11-15","3","Ankara","Etimesgut"
"2849000","3","3","95","0 (Yeni)","9","Ankara","Etimesgut"
"2600000","3","1","95","0 (Yeni)","9","Ankara","Etimesgut"
"5200000","5","1","185","0 (Yeni)","6","Ankara","Etimesgut"
"3750000","4","10","145","11-15","10","Ankara","Etimesgut"
"2950000","4","4","145","11-15","7","Ankara","Etimesgut"
"1985000","4","1","135","5-10","3","Ankara","Etimesgut"
"2880000","5","3","170","5-10","3","Ankara","Etimesgut"
"3025000","4","7","133","21 Ve Üzeri","10","Ankara","Etimesgut"
"2880000","5","3","170","11-15","3","Ankara","Etimesgut"
"1985000","3","4","145","5-10","4","Ankara","Etimesgut"
"5550000","5","3","180","0 (Yeni)","5","Ankara","Etimesgut"
"2249000","4","3","135","16-20","5","Ankara","Etimesgut"
"3050000","4","9","165","11-15","14","Ankara","Etimesgut"
"1150000","3","-1","85","11-15","3","Ankara","Etimesgut"
"1690000","4","4","145","11-15","4","Ankara","Etimesgut"
"2600000","3","0","130","5-10","16","Ankara","Etimesgut"
"3100000","5","3","190","5-10","3","Ankara","Etimesgut"
"2135000","4","1","145","21 Ve Üzeri","8","Ankara","Etimesgut"
"2250000","4","3","120","5-10","3","Ankara","Etimesgut"
"2879000","5","3","150","5-10","3","Ankara","Etimesgut"
"2950000","4","7","140","16-20","10","Ankara","Etimesgut"
"2899000","4","3","120","0 (Yeni)","3","Ankara","Etimesgut"
"2880000","5","3","200","5-10","3","Ankara","Etimesgut"
"3100000","4","3","155","5-10","5","Ankara","Etimesgut"
"2795000","4","3","130","5-10","4","Ankara","Etimesgut"
"1299000","4","-1","120","11-15","3","Ankara","Etimesgut"
"2300000","4","2","130","11-15","3","Ankara","Etimesgut"
"1900000","4","7","120","21 Ve Üzeri","7","Ankara","Etimesgut"
"1945000","5","3","210","11-15","3","Ankara","Etimesgut"
"2165000","4","3","130","5-10","3","Ankara","Etimesgut"
"1900000","4","5","118","5-10","12","Ankara","Etimesgut"
"1550000","3","1","86","11-15","11","Ankara","Etimesgut"
"2970000","3","6","90","4","9","Ankara","Etimesgut"
"1550000","4","1","110","21 Ve Üzeri","4","Ankara","Etimesgut"
"1399000","4","1","100","11-15","3","Ankara","Etimesgut"
"3150000","4","1","125","0 (Yeni)","3","Ankara","Etimesgut"
"2850000","7","4","330","11-15","5","Ankara","Etimesgut"
"1750000","4","3","110","16-20","3","Ankara","Etimesgut"
"2810000","4","1","120","11-15","3","Ankara","Etimesgut"
"2600000","3","2","119","0 (Yeni)","8","Ankara","Etimesgut"
"1850000","3","6","75","16-20","6","Ankara","Etimesgut"
"1843000","4","1","145","11-15","3","Ankara","Etimesgut"
"1550000","3","10","96","11-15","12","Ankara","Etimesgut"
"3400000","4","1","135","0 (Yeni)","4","Ankara","Etimesgut"
"2800000","4","4","160","11-15","5","Ankara","Etimesgut"
"2200000","5","3","290","11-15","3","Ankara","Etimesgut"
"1315000","3","0","90","11-15","4","Ankara","Etimesgut"
"1590000","3","-1","95","2","3","Ankara","Etimesgut"
"1899000","4","2","130","11-15","4","Ankara","Etimesgut"
"2300000","4","2","130","4","3","Ankara","Etimesgut"
"1435000","4","2","145","11-15","3","Ankara","Etimesgut"
"3500000","4","1","135","5-10","6","Ankara","Etimesgut"
"6500000","5","21","195","0 (Yeni)","21","Ankara","Etimesgut"
"2950000","4","1","125","0 (Yeni)","3","Ankara","Etimesgut"
"2250000","5","10","192","5-10","14","Ankara","Etimesgut"
"3895000","4","1","165","5-10","11","Ankara","Etimesgut"
"5500000","4","12","235","4","12","Ankara","Etimesgut"
"2150000","4","3","130","5-10","4","Ankara","Etimesgut"
"6000000","5","2","160","0 (Yeni)","5","Ankara","Etimesgut"
"6300000","5","8","255","5-10","9","Ankara","Etimesgut"
"2250000","2","5","82","5-10","10","Ankara","Etimesgut"
"3450000","4","2","135","0 (Yeni)","3","Ankara","Etimesgut"
"2950000","4","4","138","11-15","10","Ankara","Etimesgut"
"2950000","4","1","115","0 (Yeni)","4","Ankara","Etimesgut"
"2769000","4","2","125","5-10","2","Ankara","Etimesgut"
"1600000","3","-1","70","0 (Yeni)","3","Ankara","Etimesgut"
"6500000","5","5","167","1","10","Ankara","Etimesgut"
"1999000","5","4","260","16-20","4","Ankara","Etimesgut"
"1790000","4","1","135","11-15","4","Ankara","Etimesgut"
"2000000","3","-1","80","0 (Yeni)","3","Ankara","Etimesgut"
"3400000","4","2","125","0 (Yeni)","3","Ankara","Etimesgut"
"3400000","4","3","125","0 (Yeni)","3","Ankara","Etimesgut"
"3300000","4","3","125","0 (Yeni)","3","Ankara","Etimesgut"
"3299000","4","3","130","0 (Yeni)","3","Ankara","Etimesgut"
"2095000","4","1","135","16-20","3","Ankara","Etimesgut"
"3100000","3","2","120","0 (Yeni)","13","Ankara","Etimesgut"
"1789000","4","1","130","11-15","10","Ankara","Etimesgut"
"2595000","4","2","145","11-15","3","Ankara","Etimesgut"
"6500000","5","6","230","5-10","20","Ankara","Etimesgut"
"3500000","4","8","130","11-15","8","Ankara","Etimesgut"
"1770000","4","1","118","5-10","12","Ankara","Etimesgut"
"2850000","3","0","90","0 (Yeni)","10","Ankara","Etimesgut"
"3960000","5","5","240","0 (Yeni)","18","Ankara","Etimesgut"
"1525000","2","1","60","16-20","5","Ankara","Etimesgut"
"4499000","5","1","175","0 (Yeni)","4","Ankara","Etimesgut"
"4599000","5","2","175","0 (Yeni)","4","Ankara","Etimesgut"
"3500000","4","5","130","11-15","5","Ankara","Etimesgut"
"1990000","5","1","150","11-15","4","Ankara","Etimesgut"
"3850000","5","14","160","5-10","14","Ankara","Etimesgut"
"1775000","2","11","75","5-10","11","Ankara","Etimesgut"
"2345000","4","2","120","16-20","3","Ankara","Etimesgut"
"1750000","4","2","120","21 Ve Üzeri","3","Ankara","Etimesgut"
"4355000","5","0","170","5-10","12","Ankara","Etimesgut"
"4195000","5","0","170","5-10","12","Ankara","Etimesgut"
"2950000","7","4","230","11-15","4","Ankara","Etimesgut"
"1685000","4","2","110","11-15","3","Ankara","Etimesgut"
